,Time,COG to PP,BFG to PP,COG to B1,COG to B2,COG to B3,BF/LD to B1,BF/LD to B2,BF/LD to B3,LDO to B1,LDO to B2,Mix Gas CV,CO Gas CV,BF Gas CV,BFG Generation_x,Power U1,Power U2,COG Generation_x,CO from GMBS 1,CO from GMBS 2,CO from GMBS 3,CO from GMBS 4,CO from GMBS 5,BF from GMBS 1,BF from GMBS 2,BF from GMBS 3,BF from GMBS 4,BF from GMBS 5,Export 1 LDG,Export 2 LDG,COG to BF Stove,BF Export,BFG to Stove,COG - To SMS,Recovery 1 LDG,Recovery 2 LDG,Holder Level,BFS_demand_x,SP_LCP_HSM_x,timestamp,BFG Generation_trend,BFG Generation_vol,BFG Generation_y,COG Generation_trend,COG Generation_vol,COG Generation_y,BFS_demand_trend,BFS_demand_vol,BFS_demand_y,SP_LCP_HSM_trend,SP_LCP_HSM_vol,SP_LCP_HSM_y,P_Gen,Holder_Dev_Pos,Holder_Dev_Neg,Holder_Dev_High,Holder_Dev_Low,BFS,SMS,BAT,BFG_Flared,COG_Flared,Holder_Level,Model_Status
0,2019-03-28 02:15:00,10726.63867,261189.3533,4418.883867,78.5934,4606.5718,155179.8938,-112.6858667,148360.4104,0.0,6.4268,2440.498533,3697.514067,883.4871333,341199.7133,54.54513333,65.8834,55677.64533,4286.7864,18933.936,0.0,15984.36733,436.6064,70184.36467,18262.43467,0.0,15172.93333,277.0322667,-2.278266667,-248.2095333,5327.759667,471320.88,180562.0733,0.0,134975.2389,33521.82953,0.702,208.07875614558193,186.35181734960824,2019-03-28 02:15:00,,,,,,,,,,,,,,,,,,,,,,,,
1,2019-03-28 02:30:00,10786.38067,264212.14,4424.9952,79.02493333,4621.6928,157046.8071,-123.3568,150179.5208,0.0,6.0976,2431.122933,3704.177333,886.6602667,341185.0133,54.55526667,67.6492,54994.024,4554.459067,18923.56333,0.0,15790.828,436.2774667,74694.12333,18208.828,0.0,15526.69933,267.1742,-2.278266667,-248.2096667,4669.030867,553019.52,95918.128,0.0,96366.12653,99539.8818,0.6992,118.81872677107609,186.17001295922233,2019-03-28 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,
2,2019-03-28 02:45:00,10779.926,261760.14,4418.173133,77.13313333,4609.0662,155232.8427,-123.3551333,148709.1354,0.0,6.042733333,2435.9304,3703.948467,880.7020667,341676.64,54.59446667,66.70193333,56932.78333,4395.950667,19403.37867,0.0,16224.09067,437.3032667,68790.20467,18594.63667,0.0,15803.268,264.6194,-1.9528,-248.0468,5085.563867,498862.8667,148692.726,0.0,70408.48953,111532.4353,0.6936,173.90695345091646,190.53103173773675,2019-03-28 02:45:00,,,,,,,,,,,,,,,,,,,,,,,,
3,2019-03-28 03:00:00,10746.92133,251436.94,4417.5948,73.9742,4611.283933,148753.0989,-118.6126,142536.649,0.0,6.3722,2434.4942,3701.5742,888.885,341431.4267,54.59946667,62.42706667,58615.52733,4531.5332,19823.36,0.0,16597.504,438.1451333,73739.268,19101.18667,0.0,15859.63,265.9611333,-2.441,-248.8604667,5893.150933,447325.8533,197512.4867,0.0,71918.79513,100187.5598,0.6992,229.15797356331936,194.75648640599886,2019-03-28 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,
4,2019-03-28 03:15:00,10726.26933,252264.24,4419.9828,72.145,4611.038867,149697.8448,-118.607,143409.1438,0.0,6.317066667,2425.0484,3699.161333,884.8010667,341099.1933,54.54506667,62.7118,57374.31,4343.987533,19549.46533,0.0,15973.756,439.5193333,69023.01533,18795.706,0.0,15710.604,262.9291333,-2.6038,-248.5350667,5864.2406,441244.7133,200166.5933,0.0,127714.5166,58716.5878,0.702,230.8072497069341,190.1669697336616,2019-03-28 03:15:00,341186.93004902895,-36.66141963719565,341150.26862939174,58265.16551348701,-358.0744503953538,57907.091063091655,226.50660548057047,8.541862690888877,235.04846817145935,192.53304203104597,-1.3247089092583622,27.149049,0.0,26340.567,0.0,0.0,0.0,235.04847,0.0,97.0,0.0,0.0,57.56037799999999,Infeasible
5,2019-03-28 03:30:00,10734.93533,260181.42,4415.066933,72.55893333,4606.506667,154116.6541,-99.6334,147821.1135,0.0,6.372066667,2435.625733,3694.729,886.7021333,341349.6533,54.67413333,66.26906667,51915.30667,4529.331533,16416.91533,0.0,13404.6156,440.6806667,75016.01,15701.14867,0.0,12857.49,265.1612667,-2.441066667,-249.1859333,5430.6608,456234.7267,194506.7667,0.0,115990.3072,34180.74573,0.6964,223.53242089339548,159.48517178929592,2019-03-28 03:30:00,341158.6716350174,20.40016166161331,341179.071796679,53736.28121168856,-1114.5423674814774,52621.73884420708,235.57382028362966,-13.245321222358967,222.3284990612707,168.31154192861794,-5.9076471542721265,15.937472,0.0,26339.368,0.0,0.0,0.0,222.3285,0.0,97.0,0.0,0.0,57.559578666666674,Infeasible
6,2019-03-28 03:45:00,10805.55667,261712.04,4428.7284,72.1412,4642.984733,154829.4353,-96.0746,148372.8501,0.0,6.152466667,2431.4252,3709.906333,887.0493333,341112.2467,54.58086667,66.09133333,51135.744,4343.076733,15378.71267,0.0,12424.58707,440.8548,69668.808,14680.132,0.0,12165.872,263.8452,-2.441,-248.2095333,5353.128933,471915.8667,165678.08,0.0,128501.2818,107972.3205,0.6992,193.6829395474748,149.57272303146118,2019-03-28 03:45:00,340899.43351003825,22.212948053293076,340921.64645809156,50057.667605679264,59.73794886981341,50117.40555454908,210.2958287906847,-16.08207089585079,194.21375789483392,146.91783460807613,-0.43636002653713035,32.712843,0.0,26279.212,0.0,0.0,0.0,194.21376,0.0,97.0,0.0,0.0,57.51947466666666,Infeasible
7,2019-03-28 04:00:00,10641.45133,264420.5667,4420.0748,71.5624,4601.424067,157084.7864,-103.1902667,150391.8282,0.0,6.0976,2426.611,3697.567733,878.199,341540.6733,54.6096,67.23986667,51774.66067,4754.4166,16630.11667,0.0,14332.884,440.2936,73219.662,16054.29933,0.0,13471.45667,264.6708667,-2.278266667,-248.3722,4748.424333,533521.3533,115751.8687,0.0,144070.8103,113503.5651,0.6964,138.40373408258318,165.1844453271018,2019-03-28 04:00:00,341282.97471931693,51.11777828578124,341334.0924976027,49273.57351899677,578.377341077874,49851.95086007464,153.52089362911278,-12.739628725549238,140.78126490356354,150.86555599903897,5.922195884764221,84.943383,0.0,26378.123,0.0,0.0,0.0,140.78126,0.0,97.0,0.0,0.0,57.58541533333334,Infeasible
8,2019-03-28 04:15:00,10698.242,262943.38,4421.356267,72.3932,4606.704333,156275.4312,-111.4950667,149621.7814,0.0,6.042733333,2432.3154,3684.8678,884.0450667,341475.1733,54.66233333,68.09573333,54087.33667,4373.1006,17958.26067,0.0,15396.416,440.0709333,69259.2,17041.998,0.0,14554.306,264.7096667,-2.441,-248.535,5220.842867,461269.84,183024.4267,0.0,77374.16967,96860.66387,0.6964,210.18739040114977,177.27976482658096,2019-03-28 04:15:00,341471.8871831066,10.984352976924129,341482.8715360835,52140.31487296871,791.3333060292061,52931.648178997915,177.89998675387034,22.014567278985396,199.91455403285573,169.3023196372917,4.1714618104443275,39.754656,0.0,26415.318,0.0,0.0,0.0,199.91455,0.0,97.0,0.0,0.0,57.610212000000004,Infeasible
9,2019-03-28 04:30:00,10738.62267,262323.44,4423.534,72.2262,4617.567533,155608.4967,-115.0524667,149042.3947,0.0,6.207333333,2435.396067,3695.1034,889.8687333,341011.0333,54.61306667,67.75666667,55901.47867,4647.7194,18249.00333,0.0,15540.986,439.1806667,74592.23,17467.146,0.0,15092.498,264.1548,-2.441,-247.8838667,5316.699267,465752.0667,186896.3467,0.0,71799.37433,74134.3812,0.702,215.8983628169658,180.7551550400059,2019-03-28 04:30:00,341074.04839038703,-33.16289243117535,341040.88549795584,56130.209372475074,231.1095715843985,56361.31894405947,203.37864768334111,4.637851183210486,208.01649886655161,186.48576081661025,-0.5119118523118686,47.181917,0.0,26313.221,0.0,0.0,0.0,208.0165,0.0,97.0,0.0,0.0,57.54214733333333,Infeasible
